Rank,Movie_Title,Release_Date,Box_Office,Box_Office_Share,Cumulative_Box_Office,Audience,Cumulative_Audience,Screens,Showings,Main_Nationality,Nationality,Production_Company,Distributor,Rating,Genre,Director,Actors
12,밀수,2023-07-26,49685303003,0.019,49685303003,5143261,5143261,1932,167670,한국,한국,(주)외유내강,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,액션,류승완,"김혜수,염정아,조인성,박정민,김종수,고민시,김재화,박준면,박경혜,주보비,곽진석,정도원,신민재,김충길,이정수,안세호,최종원,김원해,김경덕,윤병희,김기천,윤종구,신영옥,홍성오,김준식,이상희,신삼봉,구본웅,백주희,전현숙,이선희,이진희,신우희,백승철,윤대열,이태형,정재원,장기하,진경,윤경호"
13,더 퍼스트 슬램덩크,2023-01-04,51011135600,0.019,51011135600,4877994,4877994,1060,237513,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,애니메이션,이노우에 다케히코,
14,노량: 죽음의 바다,2023-12-20,45005909475,0.017,45005909475,4573051,4573051,2196,155687,한국,한국,(주)빅스톤픽쳐스,"롯데컬처웍스(주)롯데엔터테인먼트,(주)에이스메이커무비웍스",12세이상관람가,"사극,액션",김한민,"최단비,김윤석,백윤식,정재영,허준호,김성규,이규형,이무생,최덕문,안보현,박명훈,박훈,문정희,정기섭,유성주,안성봉,안세호,이성욱,오누리,주석태,최광제,최정태,김중희,안성기,여진구,이제훈,박용우,김민상,공명,남명렬,남경읍,배한성,김재영,송요셉,김효민,강성락,이건록,노형원,임일규,허재호,한우진,이재한,강신구,이태형,김형석,최돈학,이지영,이상호,전운종,한대훈,정대경,고해성,남상우,정영록,이재우,고기영,문바롬,이동희,김용준,손대민,윤상영,박형준,이규탁,김범수,박상원,진범일,서한돌,조성국,이시안,서대건,정시훈,김시우,김준석,박성현,김형록,황성웅,위민국,이민수,김진형,윤현승,남태우,우혁,김무섭,구본혁,채강,채원우,김동환,한재학,정동근,지상우,송치훈,김태응,강민태,박웅선,강수호,박현욱,김서준,황재운,이웅규,박범규,김시국,서현재,김백겸,공지삵,강태우,이승헌,함진성,이동현,이원희,박누가,손수호,최기표,황민혁,정하영,신형근,정유준,서정민,정민혁,김태훈,정종훈,김서빈,조현수,윤영진,하영진,정민철,김명수,양동혁,박성현,정승현,백경선,임성민,엄기영,박인국,유명환,김민수,오영철,최지현,오동훈,윤혁진,민주호,김동형,이창균,김경훈,김진욱,홍기주,이종섭,오창후,허재욱,박상준,허태경,안준호,조재현,최지환,문형돈,오지훈,이시헌,박원진,한지은,신재영,송광주,장루이,현서영,신치영,황민형,김한상,장유화,연원모,김지안,석예린,권지희,문정환,변봉식,박광복,박선애"
15,헌트,2022-08-10,44602463153,0.017,44602463153,4352513,4352513,1625,170966,한국,한국,"(주)아티스트스튜디오,(주)사나이픽처스",플러스엠 엔터테인먼트,15세이상관람가,"액션,드라마",이정재,"장재혁,이상혁,오동훈,이지영,이정재,정우성,전혜진,허성태,고윤정,김종수,정만식,임형국,정경순,정재성,송영창,강경헌,임성재,정성모,손성호,김학선,오만석,김문찬,박건우,이채은,김윤도,송덕호,이서한,장서경,김찬형,송철호,김형범,경성환,윤정섭,최우준,정재현,김효준,차래형,박중근,홍성덕,문정대,이도국,이한주,고서희,손경원,이태형,조진결,고경만,김호준,김은우,정종우,박민이,윤대열,김완수,김결,김덕주,민경옥,김송일,이가경,차우진,박민정,옥주리,조광유,박도영,조혜린,박병관,이도헌,이주안,손승범,장재혁,박인국,문유성,김동형,김시원,배정환,이시안,정상균,박영준,최기표,김재환,남열,태윤,박형준,백승우,이찬희,전현석,장나라,이웅규,진가민,허윤,권민경,이재원,김의신,조영미,최은애,백경윤,박서희,박민정,김기태,김재환,김한솔,서문호,여이레,이도군,홍지원,황정민,이성민,유재명,박성웅,조우진,김남길,주지훈,정용식,김동규,김동훈,김명선,최민,권은성,박윤희,이도군"
16,가디언즈 오브 갤럭시: Volume 3,2023-05-03,44358441834,0.017,44358441834,4209250,4209250,1819,153745,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,액션,제임스 건,"크리스 프랫,조 샐다나,데이브 바티스타,카렌 길런,폼 클레멘티에프,빈 디젤,브래들리 쿠퍼,윌 폴터"
17,미션 임파서블: 데드 레코닝 PART ONE,2023-07-12,40430706769,0.015,40430706769,4022291,4022291,2437,137978,미국,미국,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"액션,스릴러,어드벤처",크리스토퍼 맥쿼리,"톰 크루즈,헤일리 앳웰,빙 라메스,사이먼 페그,레베카 퍼거슨,바네사 커비,에사이 모랄레스,폼 클레멘티에프"
18,콘크리트 유토피아,2023-08-09,37412826232,0.0139999999999999,37412826232,3849244,3849244,1731,150919,한국,한국,"클라이맥스 스튜디오(주),(주)비에이치 엔터테인먼트",롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"드라마,기타",엄태화,"이병헌,박서준,박보영,김선영,김도윤,박지후,김학선,공민정,엄태구,정영기,오희준,김준배,정혜윤,이서환,강애심,이효제,김시운,김병순,이선희,권은성,강일,곽자형,최영도,김용준,김동곤,남진복,변진수,곽민규,김홍국,황정남,김희상,손민석,전영,정은경,배기범,주인영,이지해,이은주,박주용,무현,한승우,김현창,정태영,백승진,홍성오,정재민,김지산,라호찬,김예은,김상동,김봉희,김자미,오은지,이자령,오민정,김태준,유휴인,민영,라희선,김문학,이승원,공재민,추연규,허선행,김경덕,이석형,나철,최솔희,현승진,서우진,천윤경,김동현,박지홍,정지우,홍승균,이중현,박경찬,김가영,이일진,이서아,박종환,장선,김권후,김선경,하은서,변중희,신다영,김지성,윤재국,김영건,강종현,홍성일,김연지,권라희,유이찬,양소희,이재준,진유찬,김태이,양희원,김효경,강준석,이상연,김테이,오수진"
19,웡카,2024-01-31,33957565189,0.013,33957565189,3531560,3531560,1753,152289,미국,미국,,워너브러더스 코리아(주),전체관람가,"판타지,드라마",폴 킹,"티모시 샬라메,칼라 레인,올리비아 콜맨,톰 데이비스,휴 그랜트,샐리 호킨스"
20,올빼미,2022-11-23,32860926124,0.012,32860926124,3329634,3329634,1541,149137,한국,한국,"(주)씨제스엔터테인먼트,(주)영화사 담담",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,안태진,"류준열,유해진,최무성,조성하,박명훈,김성철,안은진,조윤서,김상욱,이주원,김예은,정석원,류성현,김승태,신문성,안성봉,문승배,김인권,김채원,김도원,양희명,강진휘,박희은,김샛별,김재현,류석호,손경원,송동환,강덕중,안세호,배용근,류지훈,조경현,신정원,황보정일,윤진영,윤준열,정동근,최돈학,서인혁,고한민,장태민,서문호,이동희,노정현,김설,손문영,김태준,안석현,권병철,고덕원,이정훈,김현정,장윤정,류진,남시훈,이태호,김현우,한수빈,한여름,설옥남,김수민,이정우,전민옥,전동현,권병철,황영윤,홍의정,이충식,전기수,최춘범,이수민,전기수"
21,영웅,2022-12-21,32302850750,0.012,32302850750,3275218,3275218,1314,133663,한국,한국,"(주)제이케이필름,(주)씨제이이엔엠",(주)씨제이이엔엠,12세이상관람가,"드라마,뮤지컬",윤제균,"정성화,김고은,나문희,조재윤,배정남,이현우,박진주,권라희,지웅배"
22,오펜하이머,2023-08-15,34444961856,0.013,34444961856,3237793,3237793,1636,132298,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"스릴러,드라마",크리스토퍼 놀란,"킬리언 머피,에밀리 블런트,맷 데이먼,로버트 다우니 주니어,플로렌스 퓨,조쉬 하트넷,케이시 애플렉,라미 말렉,케네스 브래너"
23,쥬라기 월드: 도미니언,2022-06-01,29237071310,0.011,29237071310,2837410,2837410,2218,86427,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처",콜린 트레보로우,"크리스 프랫,브라이스 달라스 하워드,드완다 와이즈,로라 던,제프 골드블럼,샘 닐"
24,마녀(魔女) Part2. The Other One,2022-06-15,28920265670,0.011,28922488670,2806254,2806501,1796,94939,한국,한국,"(주)영화사 금월,(주)스튜디오앤뉴,(주)페퍼민트앤컴퍼니",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,액션,박훈정,"신시아,박은빈,서은수,진구,성유빈,조민수,차순배,저스틴 하비,이종석,김다미,변서윤,채원빈,서이라,정라엘,김기해,장재영,정예진,모그,신영옥,김대흥,신희철,정환욱,우강민,최홍락,홍원표,유태근,윤기창,오기덕,이규영,한재웅,문동식,노승윤,고남호,이준,임승준,장남수,최동구,김한솔,공경배,서문호,이선호,한상경,이상렬,조광욱,정운,조창원,오원혁,김민규,김소민,김벼리,장지호,엄태구,김용우"
25,토르: 러브 앤 썬더,2022-07-06,29505081721,0.011,29505081721,2716306,2716306,2143,107527,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지",타이카 와이티티,"크리스 헴스워스,나탈리 포트만,테사 톰슨,크리스찬 베일,타이카 와이티티,크리스 프랫"
26,슈퍼 마리오 브라더스,2023-04-26,23558835482,0.009,23558835482,2395519,2395519,1576,94685,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,어드벤처,코미디",,"크리스 프랫,안야 테일러 조이,잭 블랙,찰리 데이"
27,미니언즈2,2022-07-20,21999556172,0.008,21999556172,2269024,2269024,1394,78960,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,어드벤처,코미디",카일 발다,"피에르 꼬팽,스티브 카렐,타라지 P. 헨슨"
28,30일,2023-10-03,21258247514,0.008,21258247514,2165585,2165585,1226,130511,한국,한국,(주)영화사울림,(주)마인드마크,12세이상관람가,코미디,남대중,"강하늘,정소민,조민수,김선영,황세인,윤경호,이상진,원우,송해나,엄지윤,임철형,임진택,김진만,장지아,서한결,전노민,태인호,강지영,정형석,이원욱,학진,김선화,윤세웅,나호숙,홍준우,채주아,조영지,노정현,정상우,이수빈,이나현,심우성,강병화,이선우,류강주,문호진,홍윤희,이동현,구유진,홍석빈,윤지욱,남선중,문승현,차지현,이윤정,이주은,정윤겸,권정윤,이건창,이건창,조용환,박청용,유황조,정진웅,김태수,김동완,남훈철"
29,블랙 팬서: 와칸다 포에버,2022-11-09,22206623699,0.008,22206623699,2105988,2105988,2571,121669,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,드라마",라이언 쿠글러,"레티티아 라이트,루피타 뇽오,다네이 거라이라,마틴 프리먼,다니엘 칼루야,안젤라 바셋,윈스턴 듀크,테노치 우에르타 메히아"
30,비상선언,2022-08-03,20927363328,0.008,20927363328,2058869,2058869,1734,73045,한국,한국,"(주)매그넘나인,(주)씨제스엔터테인먼트,씨네주 유한회사",(주)쇼박스,12세이상관람가,드라마,한재림,"송강호,이병헌,전도연,김남길,임시완,김소진,박해준,우미화,현봉식,문숙,설인아,권한솔,김보민,김국희,임형국,이열음,임성재,순정,황재훈,이상현,김학선,남명렬,정종열,김호정,이현균,이시원,이일섭,윤세웅,오재균,변우종,조승연,황현빈,박재완,심소연,채송아,진미사,이수미,강지현,신수연,홍하나임,황가희,윤소희,구유정,이지윤,곽민규,전정일,이승준,하정민,박근홍,이예영,서석규,하혜승,김금순,이은희,이동희,조용준,김혁종,조운,김영욱,윤민수,지웅배,구민혁,신현숙,이문빈,조태호,김서연,신승용,김규도,김봉희,양대성,석보배,신민경,용석주,김병만,최솔희,김지우,고경인,최지안,박인지,박희은,정재혁,최영도,정서인,박선임,이종운,이택근,고경희,박크미,이두석,정윤하,오윤수,조범수,문주연,문아람,조진결,송경의,김리승,강말금,성기윤,이화룡,전수지,김창환,손진환,손재협,고용진,조재룡,배현경,변진수,유종연,심우성,민재경,문병주,강내균,전세용,유아름,김이현,박기선,권정민,강영일,이승준,이은주,이태건,김광현,이지수,민효경,전은미,이윤재,서덕인,전두현,권혁,정형석,전형재,송훈,이하은,송원수,송광주,신정아,임정옥,황재열,김진혁,이주영,송형수,김광식,이기동,조대희,최재훈,고유찬,서동복,최은경,차승호,최백규,이의령,성용훈,박선우,민상철,최영민,이대한,이동현,이유진,조영지,김동형,변동욱,오재세,김상일,백승익,오근욱,제성,윤선미,최현아,장준휘,양희명,조강연,권훈,손경원,이해운,정연심,윤재인,박주영,하수호,윤선미,김솔로몬,김지민,김태훈,최필상,기도영,송글송글,정소용,류민하,강준석,안정호,지남혁,김리우,공대유,서혜윤,기환,박예영,김영조,하경민,여민구,강명헌,김연교,신덕호,옥윤중,장서연,임지현,변중희,김도원,김현정,장용희,김한상,신치영,현승진,권일용,김윤희,정지영,박윤희"
31,그대들은 어떻게 살 것인가,2023-10-25,19608939412,0.00699999999999999,19608939412,2015965,2015965,1733,119876,일본,일본,,메가박스중앙(주),전체관람가,애니메이션,미야자키 하야오,"스다 마사키,시바사키 코우,키무라 요시노,기무라 타쿠야,산토키 소마,아이묭"
32,듄: 파트2,2024-02-28,23424291849,0.009,23424291849,1999868,1999868,1544,82778,미국,미국,,워너브러더스 코리아(주),12세이상관람가,액션,드니 빌뇌브,"티모시 샬라메,젠데이아 콜먼,레베카 퍼거슨,조슈 브롤린,오스틴 버틀러,플로렌스 퓨,데이브 바티스타,크리스토퍼 월켄,스티븐 헨더슨,레아 세이두,스텔란 스카스가드,샬롯 램플링,하비에르 바르뎀"
33,육사오(6/45),2022-08-24,19793028880,0.00699999999999999,19793028880,1981014,1981014,1339,105937,한국,한국,"(주)티피에스컴퍼니,(주)싸이더스","(주)홈초이스,(주)싸이더스",12세이상관람가,코미디,박규태,"이학주,고경표,이이경,음문석,박세완,이순원,곽동연,김민호,류승수,윤병희,이준혁,신원호,남도윤,서정우,최민혁,배한솔,정상철,강길준,김건우,김슬민,오병곤,윤지용,박치우,이학주,김관모,홍민기,김민규,김백겸,문경민,박혁진,유병수,이태경,윤지홍,손경표,강운,최현태,서한돌,이동환,구본혁,김진형,송호제,신문선,이건록,이동기,이수,이시안,이지운,정시훈,채원우,최기표,황민혁,황태훈,최원,서지원,오혜금,편한마음,김재민,이종훈,조미초,이예진,정인기,박희진,이현걸,오현수,정용식"
34,존 윅 4,2023-04-12,19956652129,0.008,19956652129,1924768,1924768,1535,89561,미국,미국,,(주)레드아이스 엔터테인먼트,청소년관람불가,액션,채드 스타헬스키,"키아누 리브스,로렌스 피쉬번,이안 맥쉐인,빌 스카스가드,견자단"
35,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,18635492555,0.00699999999999999,18635492555,1916429,1916429,1511,98823,한국,한국,(주)외유내강,(주)씨제이이엔엠,12세이상관람가,"판타지,액션",김성식,"김영빈,강동원,허준호,이솜,이동휘,김종수,박소이,윤병희,주보비,박경혜,이규호,김원해,박정민,조이현,이정은,박명훈,지수,박지홍,권오철,이동찬,민효경,오현석,박주환,배영란,구시연,전소현,송길호,고재원,김태야,최재옥,김태진,김현준,김승필,장주완,이보람,장우용"
36,헤어질 결심,2022-06-29,19740856178,0.00699999999999999,19740856178,1904147,1904147,1374,80670,한국,한국,모호필름,(주)씨제이이엔엠,15세이상관람가,"미스터리,멜로/로맨스",박찬욱,"박해일,탕웨이,이정현,고경표,김신영,정영숙,유승목,서현우,정이서,이학주,정소리,신안진,김도연,고민시,차서원,주인영,윤성원,최선자,진용욱,안진상,박정민,박용우,정하담,최대훈,김미화,곽은진,안성봉,김성곤,문순주,현직,한서울,김도담,문정대,유인혜,권혁성,차상도,강경수,유태오,이지하,전성애,이경민,이용녀,김귀례,김도담,유다솜,김민준,김국진,김상현"
37,분노의 질주: 라이드 오어 다이,2023-05-17,18474636210,0.00699999999999999,18474636210,1773483,1773483,1731,93156,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션,루이스 리테리어,"빈 디젤,제이슨 모모아,제이슨 스타뎀,샤를리즈 테론,브리 라슨,미셸 로드리게즈,성 강"
38,쿵푸팬더4,2024-04-10,16520718004,0.006,16520718004,1769764,1769764,2311,103177,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,액션,코미디","마이크 미첼,스테파니 스티네","잭 블랙,아콰피나,비올라 데이비스,더스틴 호프만,제임스 홍,브라이언 크랜스톤,이눈솔"
39,교섭,2023-01-18,17460908740,0.00699999999999999,17460908740,1721100,1721100,1289,92618,한국,한국,"(주)영화사수박,원테이크필름",플러스엠 엔터테인먼트,12세이상관람가,드라마,임순례,"황정민,도기범,현빈,강기영,조윤상"
40,시민덕희,2024-01-24,16138750097,0.006,16138750097,1709827,1709827,1281,96231,한국,한국,"(주)씨제스엔터테인먼트,페이지원필름(주)",(주)쇼박스,15세이상관람가,드라마,박영주,"라미란,공명,염혜란,박병은,장윤주,이무생,안은진,김율호"
41,앤트맨과 와스프: 퀀텀매니아,2023-02-15,16346738806,0.006,16346738806,1551129,1551129,2090,104768,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,액션,페이튼 리드,"폴 러드,에반젤린 릴리,미셀 파이퍼,마이클 더글라스"
42,외계+인 1부,2022-07-20,16009890548,0.006,16009890548,1541020,1541020,1959,68420,한국,한국,(주)케이퍼필름,(주)씨제이이엔엠,12세이상관람가,"액션,판타지,SF",최동훈,"류준열,김우빈,김태리,소지섭,염정아,조우진,김의성,이하늬,신정근,이시훈,김대명,최유리,김기천,윤병희,지건우,윤경호,옥자연,이현걸,김해숙,유재명,전여빈,김민서,김민준,이선희,백현주,최광제,심달기,조하이,김루아,김강일,이동희,김찬형,박무염,송영광,이동용,장준휘,한성수,김정한,김왕도,김세홍,김만호,김민체,박광재,박수진,김선혁,김우현,김민환,김재현,김윤도,김진욱,김한솔,문바롬,박수찬,성백인,안재원,이태환,이보영,윤상원,손주환,김단비,지한아,김빛나래,김세정,민정은,배윤민,정지원,지성은,전아희,한수아,고나영,박시연,송지혁,우상기,김선혁,한승윤,박인규,강정민,이희규,변진수,양미선,이병욱,장규식,전경희,강춘선,강차욱,김문조,조한길,류관후,김방선,전은미,정민규,고유준,전진기,이원민,이택근,서석규,한동훈,남지우,박래영,임보현,임우진,신혜지,김지선,김예주,이주혁,하시연,차영주,이수진,김수현,현오봉,김승준,박건률,선인호,이동석,조운성,조진결,한지훈,황인직,이준창,황재운,임재민,강기원,전원표,정예서,민새희,오채은,이하주,유독현,이가현,김현식,박종범,이섭정,강한별,김솔로몬,장석준,이수형"
43,잠,2023-09-06,13894258933,0.005,13894258933,1470359,1470359,1231,103697,한국,한국,(주)루이스 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,미스터리,유재선,"정유미,박현정,이선균,김금순,이동찬,오윤수,홍하나임,김국희,이경진,윤경호"
44,외계+인 2부,2024-01-10,13792326337,0.005,13792326337,1430121,1430121,1390,97872,한국,한국,(주)케이퍼필름,(주)씨제이이엔엠,12세이상관람가,기타,최동훈,"류준열,김태리,김우빈,이하늬,염정아,조우진,김의성,진선규,신정근,윤경호,이시훈,최미금,위지웅"
45,위시,2024-01-03,13390807253,0.005,13390807253,1404568,1404568,1421,88438,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"크리스 벅,폰 비라선손","아리아나 데보스,크리스 파인,알란 터딕"
46,달짝지근해: 7510,2023-08-15,13445519901,0.005,13445519901,1388309,1388309,1032,86601,한국,한국,(주)무비락,(주)마인드마크,12세이상관람가,코미디,이한,"유해진,김희선,차인표,진선규,한선화,정다은,이준혁,이지훈,윤병희,김서현,김기천,현봉식,기소유,이동용,최교식,이승훈,임승범,안주리,정우성,염혜란,임시완,고아성,우현,이호철,김범태,이한솔,김율호,신우희,강지은,김한솔,손정아,김호경,한태은,강충훈,홍성관,이동규,박도영,김범석,구본진,유수연,김경리,김륜호,한태진,김인경,장준현,강다희,장지훈,권귀빈,서정원,양재현,하시연,김민정,채송화,김수진,이왕수,신정만,전두현,우혁"
47,브로커,2022-06-08,12587208030,0.005,12587208030,1261258,1261258,1594,66210,한국,한국,영화사 집,(주)씨제이이엔엠,12세이상관람가,드라마,고레에다 히로카즈,"송강호,강동원,배두나,이지은,이주영,임승수,박지용,김선영,이무생,이동휘,김새벽,백현진,오희준,류경수,종호,성유빈,박강섭,김금순,강길우,김예은,류지안,윤슬,장혜민,정종열,최희진,이도군,김도연,최효상,강민지,이가경,양권석,이두석,박종현,전선호,박영준,황도윤,김다나,김수현,배가진,김진아,나경철,이가은혜,송새벽,박해준,정지우,이도군,윤슬"
48,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,11996684809,0.005,11996684809,1183536,1183536,439,48582,일본,일본,,"(주)바이포엠스튜디오,홀리가든",12세이상관람가,멜로/로맨스,미키 타카히로,"미치에다 슌스케,후쿠모토 리코,후루카와 코토네,마츠모토 호노카"
